EntryID,LemmaID,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreqZ(native),SignFrequency(N-Native),PercentUnknown(Native),GlossConfirmation,PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),SubtLexUSLog10WF,LexicalClass,Compound,Initialized,FingerspelledLoanSign,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),SignType,MajorLocation,MinorLocation,SelectedFingers,Flexion,Movement,MinimalNeighborhoodDensity,MaximalNeighborhoodDensity,Parameter-BasedNeighborhoodDensity,SignTypeFrequency,MajorLocationFrequency,MinorLocationFrequency,SelectedFingersFrequency,FlexionFrequency,MovementFrequency,HandshapeFrequency,,Batch,Item,List,Repeat.1
shower,shower,5.593,1.6,0.958521941,27,0.00%,5.769,1.166,1.033430933,13,0.00%,0,,,5.367,2.074,1.085,30,3.322,Noun,0,0,0,433.77,1001,567.23,1201.2,OneHanded,Head,Other,imrp,6,None,797,31,1,388,300,74,455,74,180,20,,A,1,2,0
shrimp,shrimp,3.357,1.638,-0.347741407,28,9.68%,3.333,1.447,-0.320679467,15,16.67%,0,,,2.351,2.048,-0.401,37,2.648,Noun,0,0,0,467.13,1601.6,1134.47,1968.64,OneHanded,Neutral,Neutral,i,1,Straight,881,37,10,388,349,345,265,487,177,134,,A,65,1,0
shy,shy,3.88,1.691,-0.448904947,25,0.00%,3.929,1.639,-0.402113685,14,0.00%,0,,,2.111,2.016,-0.361,27,2.972,Adjective,0,0,0,533.87,867.53,333.67,1601.6,OneHanded,Head,CheekNose,imrp,5,None,783,33,7,388,300,45,455,108,180,89,,B,40,1,0
sick,sick,5.32,1.345,0.400219947,25,0.00%,5.357,1.393,0.421769145,14,0.00%,0,,,3.692,2.016,0.374,26,3.926,Adjective,0,0,0,633.97,800.8,166.83,1534.87,SymmetricalOrAlternating,Head,Forehead,m,3,None,677,3,0,332,300,26,30,88,180,23,,B,72,1,0
sign_language,sign_language,5.222,1.34,0.576928732,27,0.00%,5.412,1.543,0.632304735,17,0.00%,0,,,2.4,2.166,-0.251,30,3.543,Noun,1,0,0,433.77,1468.14,1034.37,2268.94,SymmetricalOrAlternating,Neutral,Neutral,i,1,Circular,830,29,3,332,349,345,265,487,111,134,,D,31,2,0
silly,silly,5.4,1.118,0.443691804,25,0.00%,5.571,1.016,0.530781321,14,0.00%,0,,,2.741,2.016,-0.065,27,3.464,Adjective,0,0,0,567.23,1201.2,633.97,1868.54,OneHanded,Head,CheekNose,p,1,BackAndForth,830,38,6,388,300,45,41,487,354,38,,B,90,1,0
silver,silver,2.077,0.935,-1.192833503,26,0.00%,1.875,0.957,-1.290329498,16,0.00%,1,88.46%,87.50%,1.167,2.009,-0.916,24,3.21,Noun,0,1,0,667.33,1534.87,867.53,2502.5,OneHanded,Head,Other,imrp,7,BackAndForth,846,34,2,388,300,74,455,82,354,72,,D,91,3,0
since,since,5.115,1.275,0.57065894,26,0.00%,5.313,1.448,0.648529265,16,0.00%,0,,,1.458,2.009,-0.747,24,4.206,Minor,0,0,0,567.23,1501.5,934.27,2235.57,SymmetricalOrAlternating,Body,Shoulder,i,3,Curved,652,4,1,332,100,8,265,88,125,17,,D,14,3,0
sing,sing,3,1.72,-0.668176903,26,0.00%,3.063,1.611,-0.663146237,16,0.00%,0,,,2.56,2.009,-0.24,25,3.697,Verb,0,0,0,467.13,1768.44,1301.3,2469.14,AsymmetricalSameHandshape,Arm,Other,imrp,1,BackAndForth,852,16,3,78,27,74,455,487,46,192,,D,75,3,0
sister,sister,5.385,1.551,0.673908909,26,0.00%,5.688,1.352,0.796980495,16,0.00%,0,,,1.208,2.009,-0.89,24,3.964,Noun,1,0,0,600.6,1334.67,734.07,2335.67,AsymmetricalDifferentHandshape,Head,CheekNose,i,1,Straight,820,27,12,178,300,45,265,487,177,134,,D,50,3,0
sit,sit,5.615,1.329,0.806998268,26,0.00%,5.688,1.25,0.808021678,16,0.00%,0,,,3.56,2.009,0.275,25,4.201,Verb,0,0,0,567.23,1201.2,633.97,2235.57,AsymmetricalDifferentHandshape,Hand,FingerBack,im,5,Straight,517,9,0,178,216,21,129,108,177,5,,D,34,3,0
skate,skate,2.8,1.827,-0.936428216,30,0.00%,2.944,1.862,-0.939151723,18,0.00%,0,,,2.433,1.921,-0.244,30,2.48,Verb,0,0,0,600.6,1701.7,1101.1,2369.04,SymmetricalOrAlternating,Neutral,Neutral,i,2,BackAndForth,765,27,8,332,349,345,265,76,354,39,,C,90,1,0
skateboarding,skateboarding,1.893,1.066,-1.489552278,28,6.67%,1.75,1,-1.700621569,16,11.11%,0,,,4.63,2.025,0.9,27,1.477,Verb,0,0,0,667.33,1401.4,734.07,2268.94,AsymmetricalDifferentHandshape,Hand,FingerBack,im,Stacked,None,454,7,0,178,216,21,129,13,180,13,,C,52,2,0
ski,ski,3.148,1.562,-0.580205723,27,0.00%,3.235,1.522,-0.570289401,17,0.00%,0,,,1.161,2.166,-0.82,31,2.617,Noun,0,0,0,533.87,1334.67,800.8,1901.9,SymmetricalOrAlternating,Neutral,Neutral,i,2,BackAndForth,765,27,8,332,349,345,265,76,354,39,,D,27,2,0
skirt,skirt,3.567,1.501,-0.206606666,30,0.00%,3.294,1.49,-0.282955485,17,0.00%,0,,,5.256,2.048,1.021,39,2.707,Noun,0,0,0,333.67,1267.94,934.27,1301.3,SymmetricalOrAlternating,Body,Hips,imrp,1,Curved,842,29,4,332,100,6,455,487,125,192,,A,46,1,0
sleep,sleep,6.6,0.645,1.182540037,25,0.00%,6.786,0.579,1.238120816,14,0.00%,0,,,4.833,1.948,1.03,30,4.065,Verb,0,0,0,633.97,1001,367.03,1968.64,OneHanded,Head,Other,imrp,1,Straight,897,64,8,388,300,74,455,487,177,192,,B,37,3,0
slow,slow,4.64,1.497,0.015837896,25,0.00%,4.5,1.401,-0.078629947,14,0.00%,0,,,2.033,2.045,-0.339,30,3.589,Adjective,0,0,0,433.77,967.63,533.87,1634.97,AsymmetricalSameHandshape,Hand,PalmBack,imrp,1,Straight,831,35,5,78,216,24,455,487,177,192,,B,41,2,0
small,small,5,1.233,0.470991935,26,0.00%,5.2,1.146,0.556521973,15,0.00%,0,,,4.083,2.025,0.542,36,3.804,Adjective,0,0,0,533.87,1468.14,934.27,1935.27,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,BackAndForth,779,85,8,332,349,345,455,108,354,89,,D,30,1,0
smart,smart,5.222,1.281,0.611739894,27,0.00%,5.176,1.38,0.535388524,17,0.00%,1,77.78%,70.59%,3.903,1.821,0.341,31,3.691,Adjective,0,0,0,700.7,1067.73,367.03,1701.7,OneHanded,Head,Eye,m,3,Straight,603,5,1,388,300,61,30,88,177,23,,D,75,2,0
smile,smile,4.074,1.708,-0.044990455,27,0.00%,4.438,1.788,0.15572927,16,0.00%,0,,,6.636,2.025,1.849,33,3.471,Noun,0,0,0,567.23,1167.84,600.6,2035.37,SymmetricalOrAlternating,Head,CheekNose,i,1,Curved,865,16,4,332,300,45,265,487,125,134,,D,31,1,0
smoking,smoking,3.433,1.813,-0.565794073,30,0.00%,3.778,1.801,-0.426010522,18,0.00%,1,100.00%,100.00%,6.806,2.075,1.885,36,3.524,Verb,0,0,0,433.77,1034.37,600.6,1601.6,OneHanded,Neutral,Neutral,im,1,BackAndForth,903,27,7,388,349,345,129,487,354,66,,C,87,3,0
snake,snake,3.4,1.632,-0.300459958,30,3.23%,3.294,1.724,-0.310677736,17,5.56%,0,,,4.526,2.048,0.658,38,3.057,Noun,0,0,0,367.03,1067.73,700.7,1201.2,OneHanded,Head,Mouth,im,2,BackAndForth,733,24,2,388,300,40,129,76,354,19,,A,43,1,0
sneeze,sneeze,2.533,1.456,-1.063415087,30,0.00%,2.389,1.335,-1.212313504,18,0.00%,0,,,6.806,2.075,1.899,36,2.179,Verb,0,0,0,667.33,1401.4,734.07,2635.97,OneHanded,Head,UpperLip,im,7,Straight,659,8,0,388,300,7,129,82,177,4,,C,66,3,0
snob,snob,3.92,1.498,-0.421077625,25,0.00%,3.714,1.326,-0.572324863,14,0.00%,0,,,3.967,1.948,0.578,30,2.049,Noun,0,0,0,834.17,1134.47,300.3,1835.17,OneHanded,Head,CheekNose,ip,1,Curved,755,12,0,388,300,45,7,487,125,7,,B,42,3,0
snow,snow,3.097,1.814,-0.48194541,31,0.00%,2.889,1.844,-0.566952796,18,0.00%,0,,,4.053,2.048,0.425,38,3.204,Noun,1,0,0,300.3,1901.9,1601.6,2102.1,OneHanded,Body,TorsoTop,imrp,1,Straight,888,18,2,388,100,18,455,487,177,192,,A,57,1,0
soap,soap,5.097,1.423,0.559257958,31,0.00%,4.889,1.367,0.467479397,18,0.00%,0,,,2.457,2.048,-0.352,35,2.89,Noun,0,0,0,667.33,1201.2,533.87,1768.44,AsymmetricalDifferentHandshape,Hand,Heel,imrp,1,BackAndForth,885,64,18,178,216,5,455,487,354,192,,A,84,1,0
soccer,soccer,3.8,1.683,-0.102804707,25,0.00%,3.667,1.759,-0.127795328,15,0.00%,0,,,1.762,2.153,-0.83,21,2.807,Noun,0,0,0,233.57,1034.37,800.8,1101.1,AsymmetricalDifferentHandshape,Hand,FingerUlnar,imrp,1,BackAndForth,885,64,18,178,216,3,455,487,354,192,,A,4,3,0
socks,socks,5.12,1.394,0.59961451,25,0.00%,5.133,1.187,0.634912694,15,0.00%,1,100.00%,100.00%,1.524,2.153,-0.943,21,2.97,Noun,0,0,0,300.3,1001,700.7,1234.57,SymmetricalOrAlternating,Neutral,Neutral,i,1,BackAndForth,875,74,7,332,349,345,265,487,354,134,,A,33,3,0
soda,soda,4.533,1.756,0.108262964,30,0.00%,4.556,1.653,0.01985118,18,0.00%,0,,,2.361,2.075,-0.284,36,3.006,Noun,0,0,0,667.33,1601.6,934.27,2502.5,AsymmetricalDifferentHandshape,Hand,FingerRadial,m,3,BackAndForth,556,9,2,178,216,33,30,88,354,23,,C,30,3,0
some,some,5.625,1.408,0.61555925,24,0.00%,5.714,1.684,0.606803511,14,0.00%,0,,,2.259,2.016,-0.294,27,4.945,Minor,0,0,0,467.13,867.53,400.4,1534.87,AsymmetricalSameHandshape,Hand,FingerFront,imrp,1,Straight,831,35,5,78,216,12,455,487,177,192,,B,20,1,0
son,son,4.88,1.922,0.156681575,25,0.00%,5.143,2.07,0.297674091,14,0.00%,0,,,2.2,2.045,-0.269,30,4.321,Noun,1,0,0,900.9,1501.5,600.6,2135.47,OneHanded,Head,Forehead,imrp,1,None,889,82,10,388,300,26,455,487,180,192,,B,86,2,0
sorry,sorry,5.633,1.189,0.75163223,30,0.00%,5.778,1.309,0.682563834,18,0.00%,0,,,3.633,1.921,0.364,30,4.775,Adjective,0,0,0,467.13,1434.77,967.63,1901.9,OneHanded,Body,TorsoMid,thumb,1,Circular,743,7,2,388,100,6,54,487,111,44,,C,20,1,0
soup,soup,4.548,1.457,0.279870984,31,0.00%,4.833,1.543,0.462084697,18,0.00%,1,64.52%,55.56%,5.333,2.048,1.078,39,3.109,Noun,0,0,0,266.93,1167.84,900.9,1368.04,AsymmetricalDifferentHandshape,Hand,Palm,im,5,Circular,481,6,0,178,216,91,129,108,111,5,,A,39,1,0
south,south,4,1.438,-0.197219592,30,0.00%,4.5,1.505,-0.009750488,18,0.00%,1,96.67%,100.00%,1.222,2.025,-0.75,27,3.517,Noun,0,1,0,800.8,1835.17,1034.37,2302.3,OneHanded,Neutral,Neutral,imrp,7,Straight,838,23,7,388,349,345,455,82,177,72,,C,29,2,0
spaghetti,spaghetti,3.935,1.843,-0.013288948,31,0.00%,3.778,1.734,-0.058328607,18,0.00%,1,70.97%,83.33%,2.718,2.048,-0.196,39,2.481,Noun,0,0,0,266.93,1234.57,967.63,1434.77,SymmetricalOrAlternating,Neutral,Neutral,p,1,Circular,759,17,0,332,349,345,41,487,111,38,,A,42,1,0
speakers,speakers,2.25,1.622,-1.5548265,24,4.00%,2.077,1.382,-1.504639309,13,7.14%,1,41.67%,23.08%,4.654,2.016,0.886,26,2.004,Noun,0,0,0,433.77,1067.73,633.97,1868.54,SymmetricalOrAlternating,Neutral,Neutral,imrp,6,BackAndForth,786,67,2,332,349,345,455,74,354,20,,B,76,1,0
spider,spider,3.192,1.47,-0.517620084,26,0.00%,3.063,1.289,-0.619301624,16,0.00%,0,,,5.792,2.009,1.392,24,2.713,Noun,0,0,0,667.33,1468.14,800.8,2369.04,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,Straight,733,51,5,332,349,345,455,108,177,89,,D,67,3,0
spoon,spoon,3.44,1.917,-0.184324043,25,7.41%,4,2.28,0.202433253,11,15.38%,0,,,3.267,2.074,0.039,30,2.59,Noun,0,0,0,333.67,1401.4,1067.73,1434.77,AsymmetricalSameHandshape,Hand,FingerFront,im,1,BackAndForth,784,27,11,78,216,12,129,487,354,66,,A,37,2,0
sports,sports,4.333,1.269,-0.016443056,30,0.00%,4.889,1.023,0.195028087,18,0.00%,0,,,1.364,2.075,-0.752,33,3.15,Noun,0,0,0,400.4,967.63,567.23,1935.27,SymmetricalOrAlternating,Neutral,Neutral,thumb,1,None,773,22,3,332,349,345,54,487,180,44,,C,35,3,0
squirrel,squirrel,2.8,1.4,-0.914574631,30,0.00%,3.111,1.568,-0.858377148,18,0.00%,1,100.00%,100.00%,2.917,2.075,-0.024,36,2.447,Noun,0,0,0,633.97,1234.57,600.6,2202.2,AsymmetricalSameHandshape,Head,Chin,im,2,BackAndForth,679,2,2,78,300,63,129,76,354,19,,C,20,3,0
staff,staff,3.967,1.377,-0.197409963,30,0.00%,3.889,1.183,-0.352239527,18,0.00%,0,,,1.333,1.921,-0.766,30,3.213,Noun,0,1,1,633.97,1267.94,633.97,1835.17,OneHanded,Body,Clavicle,imrp,7,Curved,746,8,1,388,100,41,455,82,180,72,,C,71,1,0
stairs,stairs,5.4,0.913,0.733861056,25,0.00%,5.2,0.941,0.66420091,15,0.00%,0,,,3.81,2.153,0.108,21,3.084,Noun,0,0,0,600.6,1267.94,667.33,2135.47,OneHanded,Neutral,Neutral,im,2,Straight,756,7,1,388,349,345,129,76,177,19,,A,48,3,0
stamp,stamp,2.762,1.578,-1.053237287,21,20.00%,2.357,1.277,-1.303004116,14,5.56%,1,85.71%,92.86%,3.086,2.075,0.053,35,2.481,Noun,0,0,0,333.67,900.9,567.23,1534.87,AsymmetricalSameHandshape,Head,Mouth,im,1,Straight,750,5,3,78,300,40,129,487,177,66,,C,63,3,0
star,star,5.083,1.442,0.577082475,24,0.00%,5.133,1.187,0.625931793,15,0.00%,0,,,2.476,2.153,-0.492,21,3.618,Noun,0,0,0,367.03,1067.73,700.7,1301.3,SymmetricalOrAlternating,Neutral,Neutral,i,1,BackAndForth,875,74,7,332,349,345,265,487,354,134,,A,87,3,0
starbucks,starbucks,5.32,1.749,0.449288747,25,0.00%,5.286,1.899,0.381232919,14,0.00%,0,,,1.1,1.948,-0.859,30,NA,Name,0,0,0,467.13,1001,533.87,1668.34,SymmetricalOrAlternating,Neutral,Neutral,mr,6,BackAndForth,664,9,0,332,349,345,1,74,354,1,,B,10,3,0
stars,stars,4.323,1.447,0.165071352,31,0.00%,4.611,1.243,0.341634835,18,0.00%,1,100.00%,100.00%,3.579,2.048,0.197,38,3.372,Noun,0,0,0,266.93,900.9,633.97,1134.47,SymmetricalOrAlternating,Neutral,Neutral,i,1,BackAndForth,875,74,7,332,349,345,265,487,354,134,,A,47,1,0
start,start,5.76,1.451,0.646968305,25,0.00%,5.929,1.328,0.717265975,14,0.00%,1,84.00%,85.71%,3.871,1.821,0.176,31,4.239,Verb,0,0,0,467.13,867.53,400.4,1468.14,AsymmetricalDifferentHandshape,Hand,Other,i,1,BackAndForth,797,53,6,178,216,74,265,487,354,134,,B,11,1,0
steak,steak,2.261,1.287,-1.067950382,23,14.81%,2.077,1.441,-1.125844951,13,23.53%,0,,,1.548,2.166,-0.64,31,2.919,Noun,1,0,0,567.23,1768.44,1201.2,2635.97,AsymmetricalDifferentHandshape,Hand,FingerRadial,i,4,None,559,8,0,178,216,33,265,52,180,16,,D,41,2,0
steal,steal,3.067,1.574,-0.738257088,30,0.00%,3.222,1.517,-0.727475234,18,0.00%,0,,,2.704,2.025,-0.048,27,3.435,Verb,0,0,0,667.33,1401.4,734.07,2268.94,OneHanded,Arm,ForearmUlnar,im,1,Straight,766,6,1,388,27,12,129,487,177,66,,C,19,2,0
stethoscope,stethoscope,1.333,0.767,-1.549948342,18,26.92%,1.167,0.389,-1.675119418,12,25.00%,1,84.21%,75.00%,4.458,2.009,0.793,24,1.69,Noun,1,0,0,567.23,2002,1434.77,2669.34,SymmetricalOrAlternating,Head,Other,i,4,None,765,7,1,332,300,74,265,52,180,16,,D,28,3,0
stir,stir,3.423,1.629,-0.365109638,26,0.00%,3.563,1.548,-0.303635481,16,0.00%,0,,,6.739,2.009,1.855,23,2.48,Verb,0,0,0,467.13,1701.7,1234.57,2168.84,AsymmetricalDifferentHandshape,Hand,Other,i,2,Circular,525,16,1,178,216,74,265,76,111,39,,D,55,3,0
stomach,stomach,3.586,1.842,-0.507003607,29,3.33%,4,2.031,-0.361226573,17,5.56%,0,,,5.972,2.075,1.453,36,3.237,Noun,0,0,0,300.3,1034.37,734.07,1668.34,OneHanded,Body,TorsoBottom,imrp,3,BackAndForth,839,10,1,388,100,2,455,88,354,34,,C,54,3,0
stop,stop,5.704,1.325,0.862213725,27,0.00%,5.813,1.223,0.880880701,16,0.00%,0,,,3.595,2.025,0.296,37,4.557,Verb,0,0,0,333.67,767.43,433.77,1801.8,AsymmetricalSameHandshape,Hand,Palm,imrp,1,BackAndForth,883,49,18,78,216,91,455,487,354,192,,D,10,1,0
strange,strange,5,1.083,0.380103512,30,0.00%,5.278,1.074,0.435781081,18,0.00%,0,,,1.833,2.075,-0.534,36,3.64,Adjective,0,0,0,400.4,900.9,500.5,1601.6,OneHanded,Head,Other,imrp,5,Curved,775,30,6,388,300,74,455,108,125,89,,C,18,3,0
strawberry,strawberry,2.524,1.632,-0.840225745,21,29.03%,2.167,1.267,-0.970293922,12,33.33%,0,,,1.595,2.048,-0.764,37,2.452,Noun,0,0,0,800.8,1568.24,767.43,2268.94,OneHanded,Head,Mouth,i,6,BackAndForth,760,35,2,388,300,40,265,74,111,42,,A,68,1,0
street,street,5.29,1.465,0.681672795,31,0.00%,5.333,1.328,0.717396088,18,0.00%,0,,,4.368,2.048,0.586,38,3.878,Noun,0,0,0,300.3,1234.57,934.27,1668.34,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,Straight,870,88,12,332,349,345,455,487,177,192,,A,62,1,0
stress,stress,5.125,1.296,0.291313709,24,0.00%,4.846,1.281,0.096227603,13,0.00%,0,,,1.6,2.045,-0.561,30,2.902,Noun,0,0,0,433.77,934.27,500.5,1601.6,Other,Hand,FingerRadial,imrp,1,BackAndForth,884,18,18,17,216,33,455,487,354,192,,B,75,2,0
strict,strict,3.8,1.627,-0.302576851,30,0.00%,3.778,1.665,-0.418812972,18,0.00%,0,,,1.8,1.921,-0.541,30,2.555,Adjective,0,0,0,333.67,867.53,533.87,1434.77,OneHanded,Head,CheekNose,im,2,None,611,18,0,388,300,45,129,76,180,19,,C,47,1,0
stubborn,stubborn,4.64,1.524,0.028301783,25,0.00%,4.5,1.225,-0.082359752,14,0.00%,0,,,2.367,1.948,-0.234,30,2.744,Adjective,0,0,0,667.33,1034.37,367.03,1968.64,OneHanded,Head,Eye,imrp,1,None,889,82,10,388,300,61,455,487,46,192,,B,86,3,0
student,student,4.704,2.091,0.444486977,27,0.00%,4.692,1.932,0.448681202,13,0.00%,1,74.07%,69.23%,1.9,2.074,-0.553,30,3.342,Noun,1,0,0,266.93,1134.47,867.53,1334.67,AsymmetricalDifferentHandshape,Hand,Palm,imrp,3,Straight,702,16,2,178,216,91,455,88,177,34,,A,12,2,0
stupid_1,stupid_1,4.1,1.749,-0.141480312,30,0.00%,3.833,1.618,-0.369712523,18,0.00%,1,76.67%,77.78%,3.767,1.821,0.169,30,3.38,Adjective,0,0,0,600.6,767.43,166.83,1935.27,OneHanded,Head,Forehead,im,1,Straight,793,42,3,388,300,26,129,487,177,66,,C,58,1,0
stupid_2,stupid_2,4.633,1.732,0.227425766,30,0.00%,4.5,1.757,0.037360115,18,0.00%,1,26.67%,33.33%,4.161,1.821,0.431,31,1.623,Adjective,0,0,0,467.13,734.07,266.93,1901.9,OneHanded,Head,Forehead,i,4,None,644,31,1,388,300,26,265,52,180,16,,C,47,2,0
subtract,subtract,3.96,1.513,-0.424410853,25,0.00%,3.643,1.151,-0.591411123,14,0.00%,0,,,3.3,2.045,0.261,30,1.462,Verb,0,0,0,567.23,934.27,367.03,1735.07,AsymmetricalDifferentHandshape,Hand,Palm,imrp,5,Straight,677,16,2,178,216,91,455,108,177,89,,B,27,2,0
summarize,summarize,4.538,1.503,0.254812198,26,0.00%,4.5,1.317,0.175037376,16,0.00%,0,,,3.04,2.009,-0.009,25,1.322,Verb,0,0,0,533.87,1468.14,934.27,2268.94,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,Straight,733,51,5,332,349,345,455,108,177,89,,D,41,3,0
summer,summer,4.958,1.654,0.20929477,24,4.00%,5.231,1.787,0.375032992,13,7.14%,0,,,1.433,2.045,-0.628,30,3.604,Noun,0,0,0,433.77,967.63,533.87,1634.97,OneHanded,Head,Forehead,i,1,BackAndForth,861,90,7,388,300,26,265,487,354,134,,B,37,2,0
sun,sun,4.633,1.377,0.170414331,30,0.00%,4.778,1.517,0.13985169,18,0.00%,0,,,4.593,2.025,0.877,27,3.551,Noun,0,0,0,600.6,1568.24,967.63,1901.9,OneHanded,Head,Other,imrp,4,Circular,786,10,0,388,300,74,455,52,111,30,,C,3,2,0
sunset,sunset,3.44,1.356,-0.767510666,25,0.00%,3.357,1.499,-0.790678249,14,0.00%,0,,,4.3,2.045,0.721,30,2.722,Noun,0,0,0,500.5,1034.37,533.87,1768.44,AsymmetricalSameHandshape,Neutral,Neutral,imrp,5,Curved,695,6,4,78,349,345,455,108,125,89,,B,87,2,0
sure,sure,5.4,1.303,0.623992764,30,0.00%,5.611,1.092,0.637726525,18,0.00%,1,76.67%,72.22%,2.914,2.075,-0.032,35,4.749,Adjective,0,0,0,333.67,1034.37,700.7,2502.5,OneHanded,Head,Mouth,i,1,Straight,816,67,12,388,300,40,265,487,177,134,,C,44,3,0
surf,surf,3.032,1.906,-0.524281022,31,0.00%,3.333,1.847,-0.322388645,18,0.00%,1,83.87%,88.89%,2.923,2.048,-0.116,39,2.364,Verb,0,0,0,300.3,900.9,600.6,1901.9,AsymmetricalDifferentHandshape,Hand,FingerBack,im,2,BackAndForth,579,20,1,178,216,21,129,76,354,19,,A,48,1,0
surgeon,surgeon,3.148,1.791,-0.399507891,27,0.00%,2.846,1.625,-0.525733305,13,0.00%,0,,,1.467,2.074,-0.747,30,2.924,Noun,1,0,0,433.77,1401.4,967.63,1634.97,AsymmetricalDifferentHandshape,Hand,Palm,thumb,1,Straight,677,20,0,178,216,91,54,487,177,44,,A,7,2,0
surprise,surprise,4.583,1.213,-0.016760914,24,0.00%,4.286,1.326,-0.264532515,14,0.00%,0,,,4.481,2.016,0.767,27,3.657,Noun,0,0,0,567.23,934.27,367.03,1501.5,SymmetricalOrAlternating,Head,Eye,i,6,None,756,8,3,332,300,61,265,74,180,42,,B,13,1,0
sushi,sushi,4.269,1.638,0.112560991,26,0.00%,4.313,1.493,0.103507863,16,0.00%,1,80.77%,87.50%,1.32,2.009,-0.806,25,2.348,Noun,0,0,0,500.5,1735.07,1234.57,2168.84,AsymmetricalDifferentHandshape,Hand,Palm,im,1,BackAndForth,781,40,11,178,216,91,129,487,354,66,,D,92,3,0
suspect,suspect,3.967,1.45,-0.221549027,30,0.00%,3.944,1.626,-0.295515968,18,0.00%,0,,,3.222,2.075,0.11,36,3.353,Noun,0,0,0,567.23,1334.67,767.43,2168.84,OneHanded,Head,Eye,i,1,None,801,86,22,388,300,61,265,487,180,134,,C,12,3,0
swallow,swallow,3.76,1.393,-0.51989476,25,0.00%,3.714,1.541,-0.524862616,14,0.00%,0,,,5.567,2.045,1.36,30,2.813,Verb,0,0,0,567.23,1267.94,700.7,1768.44,OneHanded,Body,Neck,i,1,Curved,806,19,3,388,100,11,265,487,125,134,,B,19,2,0
sweater,sweater,3.654,1.896,-0.294001465,26,3.70%,3.938,2.144,-0.159994621,16,5.88%,1,50.00%,56.25%,2.516,2.166,-0.208,31,2.848,Noun,0,0,0,600.6,1701.7,1101.1,2435.77,SymmetricalOrAlternating,Body,Clavicle,imrp,5,Curved,658,17,1,332,100,41,455,108,125,89,,D,92,2,0
sweep,sweep,3.259,1.43,-0.473905564,27,0.00%,3.25,1.39,-0.474497024,16,0.00%,1,70.37%,62.50%,4.6,1.821,0.647,30,2.687,Verb,0,0,0,467.13,1668.34,1201.2,2235.57,AsymmetricalSameHandshape,Hand,Palm,imrp,1,Circular,829,35,5,78,216,91,455,487,111,192,,D,86,1,0
swing,swing,1.8,1.265,-1.296145975,15,44.44%,1.714,1.254,-1.214089864,7,46.15%,1,26.67%,14.29%,6.29,1.821,1.567,31,3.123,Verb,0,0,0,600.6,1768.44,1167.84,2302.3,OneHanded,Neutral,Neutral,imrp,1,BackAndForth,943,70,32,388,349,345,455,487,46,192,,A,18,2,0
sympathy,pity,4.222,1.34,0.057001827,27,0.00%,4.25,1.342,0.055494082,16,0.00%,1,40.74%,43.75%,2.233,1.821,-0.67,30,2.63,Noun,0,0,0,367.03,1568.24,1201.2,2068.74,SymmetricalOrAlternating,Neutral,Neutral,m,3,Circular,563,8,3,332,349,345,30,88,111,23,,D,90,1,0
table,table,6,1.225,1.055785028,25,0.00%,5.933,1.033,1.053069149,15,0.00%,0,,,4.238,2.153,0.306,21,3.731,Noun,0,0,0,400.4,1034.37,633.97,1234.57,SymmetricalOrAlternating,Arm,ForearmBack,imrp,1,BackAndForth,887,39,3,332,27,2,455,487,354,192,,A,25,3,0
tail,tail,1.875,1.147,-1.286823532,16,37.04%,1.375,0.744,-1.492419115,8,50.00%,0,,,4.833,2.025,0.885,36,3.086,Noun,0,0,0,600.6,1401.4,800.8,2602.6,OneHanded,Other,Other,i,6,BackAndForth,728,9,0,388,1,74,265,74,354,42,,D,83,1,0
talk,talk,5.333,1.709,0.541104175,30,0.00%,5.444,1.723,0.530978315,18,0.00%,0,,,2.8,1.921,-0.032,30,4.64,Verb,0,0,0,400.4,1267.94,867.53,1601.6,OneHanded,Head,Chin,imrp,1,BackAndForth,925,75,13,388,300,63,455,487,354,192,,C,8,1,0
tall_1,tall_1,4.84,1.599,0.124437916,25,0.00%,5.143,1.703,0.277100192,14,0.00%,0,,,4.379,1.948,0.728,29,3.218,Adjective,0,0,0,633.97,1001,367.03,1901.9,AsymmetricalDifferentHandshape,Hand,Palm,i,1,Straight,756,36,10,178,216,91,265,487,177,134,,B,24,3,0
tall_2,tall_2,5,1.708,0.171315296,25,0.00%,5.5,1.653,0.488685568,14,0.00%,0,,,5.519,2.016,1.307,27,3.218,Adjective,0,0,0,467.13,800.8,333.67,1701.7,OneHanded,Head,Other,imrp,4,Curved,772,17,2,388,300,74,455,52,125,30,,B,30,1,0
tea,tea,4.556,1.761,0.389056157,27,0.00%,4.692,1.75,0.484598432,13,0.00%,0,,,4.433,2.074,0.625,30,3.476,Noun,0,0,0,367.03,1001,633.97,1201.2,AsymmetricalDifferentHandshape,Hand,FingerRadial,i,6,Circular,525,11,2,178,216,33,265,74,111,42,,A,52,2,0
